Title,Artist,Album,Location,Duration,Persistent ID
I Love You Always Forever,Donna Lewis,,,280.37,4AB8026D56DD4F00
Dre Day,Dr Dre And Snoop Doggy Dogg,,,292.10,E018BCFC1926703D
Keep Their Heads Ringin' (Friday Soundtrack),Dr. Dre,Billboard Hits - 1995 - Disk 4,,238.47,C955D7D50A38CC84
Ain't Nothin But A G-Thang,Dr. Dre & Snoop Doggy Dogg,,,273.42,DD6EF99B0E22CF20
Gangsta Lean,DRS,,,323.97,FC368E7F5E4DF6DA
In My Bed,Dru Hill,1997,,244.85,4247278C2A3FB5D7
Never Make A Promise,Dru Hill,1997,,328.91,5C4730D872506A56
Ring Me (Legran & Alex Rosco Remix),Duck Sauce,,,345.05,7746CBE3BA7860DF
Dazzey Dukes,Duice,,,244.66,813577353E4E5E3F
Barely Breathing,Duncan Sheik,,,255.03,EC117D31C2278E4A
Ordinary World,Duran Duran,,,340.11,A34268888DDD1030
Come Undone,Duran Duran,,,274.60,218DD4FFA5AFA34C
Maia (Original Mix) music-team.net,Dustycloud,,,282.91,AB708DFC8B3E8976
DVBBS - Raveheart (Original Mix)www.livingelectro.com,DVBBS,,,210.68,3B75E6A7C74BDA0C
DVBBS - White Clouds (Original,DVBBS,,,289.28,0781982D8B916852
DVBBS - White Clouds (Original,DVBBS,,,289.28,8AA8EC80189E7D6A
Raveheart (Original Mix),DVBBS,,,210.68,55500E4AD8FD70DA
White Clouds (Original,DVBBS,,,289.28,74556FC0C623E546
Immortal (Original Mix) www.livingelectro.com(1),DVBBS & Tony Junior,,,302.79,6EDD395349FBDA75
Electric Avenue (2001 Remix),Eddy Grant,,,526.71,18B5BDA3A1A89781
Candle In The Wind (Diana),Elton John,,,237.61,76190654BD7B595D
Something About The Way You Look Tonight,Elton John,,,308.69,F60120AD2AD39CCA
Can You Feel The Love Tonight (Roi Lion),Elton John,,,239.28,B5017018910B09E0
The One,Elton John,,,352.05,737B311196CA7C77
Believe,Elton John,,,282.02,98014378CE7C4156
Unbelievable,EMF,Living in the 90's -- Disk 1,,209.95,6DD03BEB8C821A5A
Lose Yourself,Eminem,,,326.79,3BCB76479D2240F2
Celebrate (Steve Aoki Remix),Empire of the Sun,URBANMUSiCDAiLY.NET,,270.05,0B42994173E15143
Hold On,En Vogue,Best Of,,304.67,DD1232720FF28240
Sadness,Enigma,1991 Top 100,,296.59,C1D56B9B1DAD8DFA
Return To Innocence,Enigma,,,250.38,D01B8B7176E3AEBA
Dirty Dancer (feat. Usher) (Hype Jones Club Mix),Enrique Iglesias,,,265.95,5D2BC7291D95D03E
Im A Freak (Cosmic vs. Cosmic Dawn Clean Remix),Enrique Iglesias feat. Pitbull,,,273.82,04319BBF72788DF1
Calabria (Dj Cosmic XTD 2),Enur feat. Natasja,,,230.19,13ED6519E060589F
Calabria (Dj Cosmic XTD),Enur feat. Natasja,,,230.22,6444BA3C299F0603
Calabria 2014 (Cosmic vs. Krunk Remix),Enur feat. Natasja,,,286.20,990BF3FB0D750039
My Lovin' (You're Never Gonna Get It),EnVogue,Funky Divas,,282.30,243A95435A0A5D07
"Give It Up, Turn It Loose",EnVogue,Funky Divas,,311.46,27BDBB5576C1ED3B
Free Your Mind,Envogue,Funky Divas,,292.41,2FB0DCB7932A4B3B
Giving Him Something He Can Feel,EnVogue,1992 Top 100,,238.26,5CF5E06011ED5A94
Don't Let Go (Love),EnVogue,,,291.03,098CC6437FD08A33
Always,Erasure,,,236.54,12A8113D5D23163E
I Don't Want Her - Trey Songz Remix (Intro - Dirty),Eric Bellinger ft. Trey Songz,,,204.33,0A684A4183E28745
Tears In Heaven,Eric Clapton,,,276.04,3021274984FFE8B7
Change The World,Eric Clapton,,,232.25,953B20551A5B5CCD
Miami Beach,Eric Tyrell & Roger Simon ft. Lana Gordon,Summer Session 11,,287.32,61306D0E76817088
I'll Be There,Escape Club,1991 Top 100,,288.42,E4790B740F6A2E06
Stay,Eternal,,,240.64,C2F6C6F4142982C2
I'll Never Get Over You,Expose,,,230.90,FD395046AD594DFF
Hole Hearted,Extreme,1991 Top 100,,219.48,8051A9752274E7F2
More Than Words,Extreme,,,334.08,76137E904612F61F
You Used To Love Me,Faith Evans,Billboard Hits - 1995 - Disk 5,,267.00,5E765A59A6E58748
Soon As I Get Home,Faith Evans,,,324.05,D7280634D16C33EA
Epic,Faith No More,,,294.03,2116E70541430E34
Eat Sleep Rave Ping Pong (Gregori Klosman Fusion),Fatboy Slim and Riva Starr,,,286.93,91DA082AFBC9560A
Fedde Le Grand & Patric La Funk - Take Me Home (Extended Mix) www.livingelectro.com,Fedde Le Grand & Patric La Funk,,,362.79,AB8E8853E30EAD48
Fedde Le Grand & Patric La Funk - Take Me Home (Extended Mix) www.livingelectro.com,Fedde Le Grand & Patric La Funk,,,362.79,D4DECF64123DE4E3
Babylon,"Fedo, Acmurri & Marchesini",Summer Session 11,,267.13,DCBA9A1DEA643E13
"Feenixpawl, Project 46, BYNON, Melissa Ramsay - Home  (Original Mix) www.livingelectro.com","Feenixpawl, Project 46, BYNON, Melissa Ramsay",,,341.58,6AC7CEE95C764D34
Halo Disposition (Hardwell on air shoot out),Felix Leiter Edit,,,220.40,D7BA4D8F2BE81F95
679 (Dean-E-G House Remix),Fetty Wap,,,393.38,1B7E14F22CBBC53B
Bazooka (Original Mix),Firebeatz,Bazooka,,240.09,20EA6BBF7C4B2919
Love Of A Lifetime,Firehouse,1991 Top 100,,287.24,BDA27360E07AB558
When I Look Into Your Eyes,Firehouse,1992 Top 100,,239.91,749DCC288C82D557
I Live My Life For You,Firehouse,,,264.20,AD7166F33152E6B8
Flaremode - Friday (Original Mix) [www.livingelectro.com],Flaremode,Saturday EP,,255.06,77AC643FF9678F46
Right Round (Danny Rush Remix),Flo Rida,artMkiss 2011,,317.57,1EDF71C76D50BEE5
I Cry,Flo Rida,Wild Ones,,224.63,F3077340C6EB3E4C
Right Round,Flo Rida,,,205.51,263DA385D5908F38
Flo Rida - Turn Around (M&S  &#39;For The Girls&#39; Extended Edit).-3,Flo Rida,,,346.41,CFEAD0E9B036E247
My House (125-100 Transition DJ Moneykey Edit),Flo Rida,,,214.02,7AADCE07E6C1899E
Low (Dj Cosmic XTD) 2,Flo-Rida feat. T-Pain & Dance-O-Die,,,243.49,76BDC0A84F4551EB
NightFalls,Forgotten Eden,Forgotten Eden,,219.98,3A0B0F7E62722EFF
December 1963 (Oh What A Night),Four Seasons,,,216.08,5F9525C675EB7B10
I'll Be,Foxy Brown & Jay Z,1997,,182.65,41B12FAAEFFD0ABB
MSV (Original Mix),Frank Caro & Alemany,MSV,,247.74,F77B39DECA4F5E3A
Blackout,Franky Rizardo & Roul and,,,387.79,0E0333096946B0B0
Elements (Original Mix),Franky Rizardo & Roul And Doors,,,423.50,70E87F30D36524AC
Da' Dip,Freak Nasty,1997,,237.14,C12812F0DFC0D86F
Boom Shake The Room,Fresh Prince,,,226.27,685A037279310044
La Fuente - Selecta (Original Mix) www.livingelectro.com,La Fuente,,,268.64,75416ACE17F35994
Dreams,Gabrielle,,,221.28,A5EC736A6DF1C246
Brand New King,Gage,"Singles Pack ""05/31/2014"" - [www.dancehallzone.net]",,150.02,6A3A80D0A47DE5DF
Runaway U & I (SoundMan Reconstruction Quick Hitter),Galantis,,,210.05,180CA5C9F0B858B8
I'll Take You There,General Public,,,245.05,99468BCE76B372DD
I Can't Dance,Genesis,,,238.00,82090B00FFC230BB
Hold On My Heart,Genesis,,,278.10,E5FC248669C585EB
No Son Of Mine,Genesis,,,399.20,6CF18DF7EEF646C9
Too Funky,George Michael,Red Hot + Dance,,337.16,15BE2EC4F35BDF50
Praying For Time,George Michael,1990 Top 100,,281.36,440A391A8D7A44C7
Fast Love,George Michael,,,324.18,69624FF51FFB54C0
Freedom 90,George Michael,,,390.90,F3DA102A6C84267F
Don't Let The Sun Go Down On Me,George Michael & Elton John,1992 Top 100,,347.51,4ED4290B05020E19
Rico Suave,Gerardo,Living in the 90's -- Disk 1,,251.61,2985135C100E138E
My Boo,Ghost Town DJ's,,,346.91,5C56586F5082D294
Follow You Down,Gin Blossoms,,,264.70,437CEDDD692EDC87
Till I Hear It From You,Gin Blossoms,,,227.24,FF33ABB2CAC9966A
Found Out About You,Gin Blossoms,,,232.75,58FD8B364EAAF50E
Hey Jealousy,Gin Blossoms,,,236.64,7AB34573E479BC15
Ooh Aah ... Just A Little Bit,Gina G,,,200.38,BF432F342CA161A3
She Ain't Worth It,Glenn Medeiros & Bobby Brown,,,212.66,A885B2AFB3FB1A91
Turn The Beat Around (The Specialist),Gloria Estefan,Billboard Hits - 1995 - Disk 5,,232.88,DC061609C3DDB379
Coming Out Of The Dark,Gloria Estefan,1991 Top 100,,244.98,B48AF14F9338414F
Here We Are,Gloria Estefan,,,290.30,C91D9F21440C353B
King Of Wishful Thinking,Go West,Pretty Woman,,243.62,FC6C81AC1238476B
Faithful,Go West,1993 Top 100,,256.55,D5BD9705E515BDC8
Name,Goo Goo Dolls,,,270.16,0AB818CF1244CB00
I Just Wanna Live,Good Charlotte,,,166.43,D19490E512A49F64
Somebody That I Used To Know,Goyte feat. Kimbra,,,243.96,AF0B2A90C423F9AC
Three Little Pigs,Green Jelly,,,355.92,8B25B8E57CEBEA77
Get Sexy (English),Greg Parys,,,193.12,3ECA702C2E909BCF
Why Don't We Just Fuck,Greg Parys,,,318.56,9028008FFBE5D8CE
Tell Me,Groove Theory,Billboard Hits - 1995 - Disk 4,,236.77,4FA2400AC153B69B
Tell Me,Groove Theory,,,236.77,149AF390A7A2732F
November Rain,Guns 'N Roses,,,536.06,495DC4CB28EC1445
Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,,299.10,F1BBB56EEEEA3B2A
Knockin' Da Boots,H-Town,,,330.03,79EF37C10DDFF322
MmmBop,Hanson,,,240.93,14F3AEB0107FDD12
Spaceman Rocket (Kideo Vocal Reboot),Hardwell,,,322.91,A792233A2FC6B198
The Dance Floor Is Yours (Original Mix),Hardwell & W&W,,,260.41,00C465B211A46B8B
Get Down,Hardwell & W&W,,,221.34,DC0A855B9CCDD850
Get Get (Original Mix),Harry Romero,,,387.73,92BC83776566781A
Dharma (Crossnaders Remix),Headhunterz & KSHMR,,,223.35,DAA2948601A6CB35
All I Wanna Do Is Make Love To You,Heart,1990 Top 100,,310.91,0994F457C0EC514F
Now That We've Found Love,Heavy D & The Boyz,1991 Top 100,,255.92,0E282CD51C666293
Got Me Waiting,Heavy D And The Boyz,,,271.54,2D5F2246732F180D
Bop Gun,Heavy D And The Boyz,,,290.04,DFBD96D23350FD5B
Ass Up (Original Mix) www.livingelectro.com,Henry Fong x SCNDL,,,198.82,0A90B4E8E5670DB3
I Like The Way (The Kissing Game),Hi-Five,,,347.87,6232E9DAE472E042
She's Playing Hard To Get,Hi-Five,,,275.02,E8225C9DC5F4286B
I Can't Wait Another Minute,Hi-Five,,,300.67,5C3F504C3DC5BC83
Only Wanna Be With You,Hootie & The Blowfish,,,228.00,C5938B46636E17D1
Hold My Hand,Hootie And The Blowfish,,,255.37,2A250CA3BDE8B51F
Let Her Cry,Hootie And The Blowfish,,,307.90,E4EA6399EE666A69
Only Wanna Be With You,Hootie And The Blowfish,,,226.85,9E42B21D7F9331A0
Time,Hootie And The Blowfish,,,289.25,CC9F4F54A60BBC34
Old Man And Me,Hootie And The Blowfish,,,261.59,73AA6E54EC2DD3EA
Open Your Mind (Dj Cosmic XTD Edit),Human Machine feat. Sweety I,,,287.29,185439FBC461DCD5
Check Yo Self,Ice Cube And DAS EFX,1993 Top 100,,273.21,7C03E7A285E9029F
Fancy (Moneykey Intro 8Bars XTD),Iggy Azalea Ft. Charli XCX,,,186.20,562008B513A17FBF
Constantly,Immature,Billboard Hits - 1995 - Disk 5,,343.17,6ACB29580063E3DC
Never Lie,Immature,,,253.23,6FE52224122A2956
Here Comes The Hotstepper,Ini Kamoze,,,252.29,A71F7094EC6C21F9
Here Comes The Hotstepper,Ini Kamoze,,,252.29,653B97AC9131B265
Sweat (A La La La La Long),Inner Circle,,,226.66,2AF6810AA65B835D
Disappear,INXS,,,247.04,29F8D30394BE19F4
I Wanna Love You,Jade,1992 Top 100,,271.39,84275336989123F3
Don't Walk Away,Jade,,,247.25,8DEF780304CAF5F4
Every Day Of The Week,Jade,,,315.58,64169B5C977B6EB9
One Woman,Jade,,,287.61,12890A5D841BC479
Lighthouse (Original Mix) www.livingelectro.com,"JAKKO, Steerner vs Klauss & Turino ft Paul Aiden",,,328.20,6C33C1CEA8336881
I Don't Have The Heart,James Ingram,,,240.01,4C20DB8F82874B14
Hold On,Jamie Walters,,,239.93,0E80E7688FD954C5
Don't Wanna Fall In Love,Jane Child,,,244.69,C9712023676CD1AA
That's The Way Love Goes,Janet Jackson,Janet,,265.12,32033EB4B38C11F0
Again,Janet Jackson,Janet,,227.13,FCEE2EE088EC02C7
If (Remix),Janet Jackson,Janet,,335.73,DAB33261603735A6
"Any Time, Any Place",Janet Jackson,Janet,,428.23,1EA79529A9ED4796
Because Of Love,Janet Jackson,Janet,,260.91,FB25EB4F92C83A22
Again,Janet Jackson,Janet,,227.13,F5CCABA77BEEF37B
Love Will Never Do (Without You),Janet Jackson,Rhythm Nation,,275.33,20954905D099526F
Rhythm Nation,Janet Jackson,Rhythm Nation,,330.95,256FD1940E6DDCB0
Black Cat,Janet Jackson,Rhythm Nation,,290.59,47C52522014D3FF9
Alright,Janet Jackson,1990 Top 100,,388.65,4E5FE68D95FF8CC9
Come Back To Me,Janet Jackson,1990 Top 100,,332.77,D12902DB5850B8A6
Runaway,Janet Jackson,,,214.05,17AB27B94FC4FE4B
And On And On,Janet Jackson,,,277.73,F681C03F666219AA
You Want This,Janet Jackson,,,305.74,69386B5E989FD517
70's Love Groove,Janet Jackson,,,347.45,D7FC9479A4830888
Runaway,Janet Jackson,,,214.78,C14F7F069B60800E
Escapade,Janet Jackson,,,285.96,7131A2D223ECE044
Insensitive,Jann Arden,,,255.79,5CC8C81C8A06A595
Talk Dirty (Dj Cosmic Rebuild),Jason Derulo feat. Mr. Vegas,,,210.86,1EE1EB1E4B32F60D
Caliente (DJ Moneykey Edit),Jay Santos,,,209.14,609346CFA58FC1AF
Empire State of Mind,Jay-Z ft. Alicia Keys,The Blueprint 3,,276.98,BEF1D9939EAB54A3
The Right Kind Of Love,Jeremy Jordan,,,287.87,C843B0BF3C8E07F2
"Real, Real, Real",Jesus Jones,Doubt,,188.79,A5BB57C04AB70887
"Right Here, Right Now",Jesus Jones,1991 Top 100,,189.54,77F5982AEAD0247C
Foolish Games,Jewel,Pieces of You,,340.69,4D7B55C6441170C3
You Were Meant For Me,Jewel,Pieces of You,,254.07,64DCC4D99056C1D1
Who Will Save Your Soul,Jewel,,,236.62,7AFB72D331633EE2
Parade 98 (Original Mix),Jewelz & Sparks,,,240.64,F8757D841E934AB0
I Can See Clearly Now,Jimmy Cliff,,,166.32,D261D30225C672FA
Swing The Mood,Jive Bunny And The Mastermixers,1990 Top 100,,285.88,352EA2588F584D95
We Are The Future,Joachim Garraud ft. Poet Name Life,Summer Session 11,,273.95,1B7715594A1CB074
One Of Us,Joan Osborne,,,317.65,F0330A3365A1A296
Freakin' You,Jodeci,Billboard Hits - 1995 - Disk 4,,315.79,06344D257643761A
Lately,Jodeci,,,308.74,75AFE35E08285FA2
Come And Talk To Me,Jodeci,,,275.90,C08C9AFCDEC5A40C
Cry For You,Jodeci,,,224.24,4FEC8375B9860210
Everything,Jody Watley,1990 Top 100,,254.80,9E5C227E495D286A
All The Things (Your Man Won't Do),Joe,,,380.00,252A80A07A22FB89
Live And Learn,Joe Public,1992 Top 100,,260.20,07EEDBD7057B2E29
Nothin' My Love Can't Fix,Joey Lawrence,,,243.36,45A7E4C2E9272803
Key West Intermezzo,John Mellencamp,,,294.95,53058BD0CBE7284F
Wild Night,John Mellencamp & Me'Shell Ndegeocello,,,207.65,79DDB910D5ACDA20
Rub You The Right Way,Johnny Gill,,,255.92,5D983E18D371135D
Someone To Love,Jon B Featuring Babyface,,,270.50,7BE1D40F988BEB30
Just Another Day,Jon Secada,,,327.34,657333B69544F2E8
If You Go,Jon Secada,,,273.95,C7B0FF041B3E2197
Do You Believe In Us,Jon Secada,,,239.52,D3ED4446F836953D
Angel,Jon Secada,,,274.94,4D35ECB8268C12A4
Beautiful In My Eyes,Joshua Kadison,,,249.36,2D515163F4A47C4F
When You Love A Woman,Journey,,,235.05,F078F5C7A7AD9F87
Don't Stop Believin' (MYNGA Remix),Journey,MYNGA Free Downloads,,326.14,A875D4DAF78D8EB2
JOYRYDE  NIGHT OWL RADIO,JOYRYDE,,,1689.65,098B6361A19C7F06
Bailando Por El Mundo (Dj Cosmic Club Mix),Juan Magan Feat. Pitbull & El Cata,,,243.62,02CD18092DDEF53C
Mafia Player's Anthem,Junior,Billboard Hits - 1995 - Disk 5,,304.64,7E96B84EA6AFC003
Get Money,Junior M.A.F.I.A,,,237.66,C6DA38F83E9C46DF
Embarque ma belle,Kain,,,226.90,B9DE4685DFAED3F9
Crunk (Afrojack Edit) www.livingelectro.com,Karim Mika & Daniel Forster -,,,305.48,82D94E6A6B463461
Romantic,Karyn White,Living in the 90's -- Disk 1,,247.12,36B48E9CE14D50BF
The Way I Feel About You,Karyn White,,,273.84,35A6DD30D6E4198A
Kaskade Ralvero & Alvita - Supa Woofa Empire (Alex Rosales Edit),Kaskade Ralvero & Alvita,,,266.27,9BF0D9F7B84EE47E
Everything Changes,Kathy Troccoli,,,262.06,0513F31B53F55684
California Gurls,Katy Perry Ft. Snoop Dogg,California Gurls,,241.97,032F6EFE18ABBD01
Your Love Is My Drug,Ke$ha,,,190.75,5D44A7B4F9EB4612
Blah Blah Blah,Ke$ha ft. 3OH!3,Animal,,171.49,487C7CFC9FAD2B33
J'aimerais Trop (Dj Cosmic Rebuild),Keen V & Willy William,,,345.65,64657ABE213F5D9C
Make You Sweat,Keith Sweat,1990 Top 100,,318.98,CFB4F25094017AB2
I'll Give All My Love To You,Keith Sweat,1991 Top 100,,339.10,A91F08DA7B847309
Twisted,Keith Sweat,,,251.66,48D0365FCA4E78FC
Nobody,Keith Sweat,,,254.04,F77079F455F64C12
Keep It Comin',Keith Sweat,,,275.72,7F2658FB3916C65F
Nobody,Keith Sweat Featuring Athena Cage,,,251.85,83B042F40CC48D54
Forever In Love,Kenny G,,,296.88,74826AB001912183
Drageløperen [Disc 06]: Track 24,Khaled Hosseini,Drageløperen,,3007.16,85EAD3E729B6BA83
I'M NOT RICH (Willy William Remix),THE KING'S SON ft. BLACKO,,,347.27,7CCCF9D350D14B07
Forever,Kiss,1990 Top 100,,231.60,509AD2D9DB14CEAB
Freak (Dj Cosmic Remix),Klaas feat. Estelle,,,335.67,38E23D2308EDC944
3 Am Eternal,KLF,1991 Top 100,,194.93,8EC2EEE85DED7C6E
Justified And Ancient,KLF & Tammy Wynette,Living in the 90'S - Disk 2,,330.37,51A8691CB6D49E41
Knife Party - Begin Again (Original Mix) www.livingelectro.com,Knife Party,,,356.02,0C4091BC8E4898F9
Knife Party – Boss Mode www.livingelectro.com,Knife Party,,,226.79,4097D0169D9CCAC0
Konshens - Gal a Bubble (Major Lazer x Bro Safari x ETC!ETC! Remix),Konshens (Major Lazer x Bro Safari x ETC!ETC!),,,163.71,781C0374FC999198
Pull Up To Mi Bumper (Willy William Rework),Konshens & J Capri,,,201.20,84905A7EAE8A8031
Tonit's Tha Night (Remix),Kris Kross,,,198.53,D61E49075A1FEC68
Warm It Up,Kris Kross,,,248.16,1DF3D0DDE5273CD1
Alright,Kris Kross And Super Cat,1993 Top 100,,245.71,953409B6D5700EB9
Jump,Kriss Kross,,,197.33,8D7F5947034BD586
Leviathan (Original Mix) www.livingelectro.com,KSHMR,,,262.56,D33BCB6A04300EEB
Please Don't Go,KWS,,,371.64,069C1CAF3E39663C
Tic-Tac-Toe,Kyper,1990 Top 100,,380.08,E91F552EDF41FD09
Y'as Tu D'la Bière Icitte (1975),La Famille Soucy,,,147.70,128C94388EF066C3
Selecta (Original Mix),La Fuente,,,268.64,58C443F7721187FB
Nuff Gyal,Laden,"Singles Pack ""05/31/2014"" - [www.dancehallzone.net]",,212.17,9EA540977D80A4B7
Bad Romance,Lady GaGa,The Fame,,296.54,A5ABA9F8785A13C4
Just Dance (Dj Cosmic Remix),Lady Gaga,,,268.36,6B01E998C7EE2D16
Enter Telephone (Djs From Mars Club Remix),Lady Gaga ft Beyonce vs Metallica,www.djblaze.fw.hu,,326.19,95E1763FD5DB45EE
Go (Original Mix),Laidback Luke & Uberjakd,,,287.89,B4B6A62F0C7A5011
Summertime Sadness (Cedric Gervais SoundMan Quick Hitter),Lana Del Rey,,,312.58,D2718F3C78686CD8
Summertime Sadness (Kings Remix),Lana Del Rey,Kings Remixes,,217.99,072A44C313B58C94
Mission Impossible (Movie Theme SoundTrack),Larry Mullen & Adam Clayton,Jarretiere,,206.97,94914057117DA27F
Hey Hey Hey,Laurent Wery ft. Swiftkid,Summer Session 11,,219.56,F8C585838D48EAF0
How Do I Live,LeAnn Rimes,,,264.88,4530163E112915A7
It Ain't Over 'Til It's Over,Lenny Kravitz,1991 Top 100,,242.68,C2F3E7465A0431CE
Put Your Fucking Hands Up (Sample),Lil Jon,,,21.42,1E054D4879BB85A7
Turn down for what (DJ M1 REMIX),Lil Jon,,,225.07,945DF9BC79DF5B2C
Turn Down For What (Remix),Lil Jon Feat. DJ Snake vs Pitbull & Ludacris,Soundvor.ru,,192.63,47F20A644CDD8EFC
Old Town Road Remix (Intro),Lil Nas X ft. Billy Ray Cyrus,,,211.83,7D5235B8B3D01543
Not Tonight,Lil' Kim,,,266.81,05A6E707B3E769D1
Don't Know Much,Linda Ronstadt & Aaron Neville,,,213.84,927F45DE460F51D2
Sending All My Love,Linear,,,288.00,398C1EC644B1E279
Stay,Lisa Loeb & Nine Stories,Reality Bites,,183.46,5DE915A9039FE2EF
All Around The World,Lisa Stansfield,,,266.53,155D6A7366A366EC
BEST Of ELECTRO 2010 VOL.2 (Mixed by FAST FOOT INC.),LIVINGELECTRO,www.livingelectro.com,,8063.56,BDEDE05C31A45FD8
Around The Way Girl,LL Cool J,1991 Top 100,,242.05,AD1B33C9A3F5CE1B
Hey Lover,LL Cool J,,,283.95,21FBF9518514D28A
Loungin',LL Cool J,,,252.05,C4EADE0FA62248A1
Doin' It,LL Cool J,,,294.24,B0ED42530109B8F6
I've Been Thinking About You,Londonbeat,1991 Top 100,,231.26,551BC35B9E803C7C
When Will The Bass Drop (Original Mix) www.livingelectro.com,Lonely Island feat Lil Jon & Sam F,,,261.04,CBEE7111167EC260
Lorde - Yellow Flicker Beat (2nd Room Remix),Lorde,,,324.52,68F91DA2875061BE
Yellow Flicker Beat (2nd Room Remix),Lorde,,,324.52,C9FA09F0EAB25C86
Yellow FLicker Beat (2nd Room Remix) (Dj Moneykey Edit),Lorde,,,288.63,DA0B1A39203A04D2
Macarena(Bayside Boys Mix),Los Del Rio,,,224.86,0F67C0F4BDDF78F4
Macarena(Ariola),Los Del Rio,,,234.06,F8D385724DE7ED6F
Macarena - Billy The Kit Remix,Los Del Rio,,,214.91,4694D74420CDC088
Are you with me (DJ Moneykey Remix),Lost Frequencies,,,324.20,BC602333405C70BA
Just Between You And Me,Lou Gramm,1990 Top 100,,293.07,B4DD4B9241DDF630
Love No More,Loud Luxury & anders,,,246.60,0B6AA63341D8C882
Hoopty (QC Version),Ludakid feat. Dynasty &Dj-Cosmic,,,156.66,575B585F8FC54744
I Got 5 On It,Luniz,Billboard Hits - 1995 - Disk 2,,257.31,B5B77A8000FB3CAF
Here And Now,Luther Vandross,1990 Top 100,,321.04,E5042D6701715C9B
Power Of Love/Love Power,Luther Vandross,1991 Top 100,,256.10,97CC8F01289D055C
The Best Things In Life Are Free,Luther Vandross & Janet Jackson,,,276.04,093AE2868A12F9B0
Endless Love,Luther Vandross And Mariah Carey,,,258.72,2993FFF57D1BA49C
Wining Season (Dj Cosmic XTD),Machel Montano feat. Shaggy,,,278.15,D4C864F73CCEAFBC
Don't Worry (Dj SoundMan Quick Hitter),Madcon Ft. Ray Dalton,,,225.20,D76DF835C4EC052F
Take A Bow,Madonna,Bedtime Stories,,321.75,100B507512EF2140
Secret,Madonna,Bedtime Stories,,304.95,B1F5F3446A69DBCF
Secret,Madonna,Billboard Hits - 1995 - Disk 4,,303.96,80D5CDD0DD7BFA85
Deeper And Deeper,Madonna,Erotica,,333.48,077DD52AAF1C7F47
Rain,Madonna,Erotica,,324.75,362B357479A25E7C
Justify My Love,Madonna,Immaculate Collection,,300.85,43C016BE5E2EC85E
I'll Remember,Madonna,Something to Remember,,263.86,F38147567AFD9022
Vogue,Madonna,1990 Top 100,,318.93,CF1284E3C021560C
This Used To Be My Playground,Madonna,1992 Top 100,,310.39,40D0E54A0FAA6A30
You'll See,Madonna,,,280.37,C6FD491A961D67C4
Premier Gaou (Dj Cosmic Remix),Magic System,,,292.57,1DF3ACD0C79CAF97
Up Jumps Da Boogie,Magoo & Timberland,1997,,293.20,4AA1DE4781329B47
"Watch Out For This (Dimitri Vegas & Like Mike ""Tomorrowland"" Remix)",Major Lazer,URBANMUSiCDAiLY.NET,,301.32,94261EA641A72333
Come To Me (Willy William Edit),Major Lazer feat. Sean Paul,,,246.60,5589908D0D9458B3
Party Till We Die - DJ Primetyme Club Edit,MAKJ & Timmy Trumpet ft. Andrew W.K.,,,175.80,AF53A60E6FB8083E
Vision Of Love,Mariah Carey,1990 Top 100,,210.96,58AA8105D648EB05
Someday,Mariah Carey,1991 Top 100,,248.14,0535A98432D77086
Love Takes Time,Mariah Carey,1991 Top 100,,229.46,685239FAE44203A5
Can't Let Go,Mariah Carey,1992 Top 100,,267.68,1F5CF5FBAB137446
One Sweet Day,Mariah Carey,,,279.98,4BB17C7383ECB881
Always Be My Baby,Mariah Carey,,,253.60,D4CD2BCEB11801CD
Hero,Mariah Carey,,,259.68,3B58DBDB7359C13A
Fantasy,Mariah Carey,,,290.38,C33863F5660CF655
Dream Lover,Mariah Carey,,,234.37,F8F2E69BE3440BA8
I'll Be There,Mariah Carey,,,265.25,25FC27E629F37674
Never Forget You,Mariah Carey,,,226.14,7E018CA14AB12FC0
Without You,Mariah Carey,,,214.60,FC6B41551581130E
Emotions,Mariah Carey,,,251.22,83B3888469CEE7F4
I Don't Wanna Cry,Mariah Carey,,,288.94,6D4EE637BCE78081
Honey,Mariah Carey,,,299.68,76D72B33019BC4DB
Make It Happen,Mariah Carey,,,308.01,6467ACD76BB889EE
Anytime You Need A Friend,Mariah Carey,,,266.32,0B4A0521AEEEA6B6
Fantasy,Mariah Carey,,,243.54,09E7F3A51933A788
Love Takes Time,Mariah Carey,,,229.46,957A21B5F336464E
Return Of The Mack,Mark Morrison,,,213.37,4CE732348D184A05
Uptown Funk JNR V Bombs Away - CLX Remix,Mark Ronson ft Bruno Mars,,,247.22,B36DF8B1C7286843
Good Vibrations,Marky Mark & The Funky Bunch,Living in the 90's -- Disk 1,,271.33,96A2617B20D87A5F
Wildside,Marky Mark And The Funky Bunch,,,307.04,A905A71B499C4138
Now That I've Found You,Martin Garrix feat. John & Michel,,,192.68,A0311C957AAB7A23
In The House Of Stone And Light,Martin Page,,,300.80,D133C4A2A0BE171A
Love Is In The Air 1978,Martin Stevens,,,430.45,17DB4637FBDD1D26
Real Love,Mary J Blige,What's the 411 ?,,272.72,F956756AE4E15C04
Real Love,Mary J Blige,1992 Top 100,,272.72,547E41C833B987DC
Not Gon' Cry,Mary J Blige,,,296.41,8A3F484D304A1940
Catch & Release (Deepend Remix),Matt Simons,ClapCrate.com,,199.00,8D7BD2A90E5AD5FF
Miss Fatty Riddim,Max Wallin',,,197.59,44224E7242F1884E
